gkclasstype,gender,race,gkschid,gkfreelunch,gksurban,g8tmathss,g8treadss,hsgrdcol
SMALL CLASS,FEMALE,BLACK,244755,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244755,FREE LUNCH,INNER CITY,761,779,YES
SMALL CLASS,MALE,WHITE,244831,FREE LUNCH,SUBURBAN,773,751,NO
SMALL CLASS,MALE,BLACK,244776,FREE LUNCH,INNER CITY,747,716,NA
SMALL CLASS,FEMALE,WHITE,166203,NON-FREE LUNCH,URBAN,787,855,YES
REGULAR CLASS,FEMALE,WHITE,225585,FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,MALE,BLACK,244796,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244806,FREE LUNCH,INNER CITY,702,718,NA
SMALL CLASS,FEMALE,BLACK,244727,NON-FREE LUNCH,SUBURBAN,747,749,NO
SMALL CLASS,MALE,BLACK,244774,FREE LUNCH,INNER CITY,767,756,YES
SMALL CLASS,MALE,BLACK,244755,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244796,FREE LUNCH,INNER CITY,NA,NA,NO
REGULAR CLASS,MALE,BLACK,244780,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,WHITE,225585,FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,261927,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244746,NON-FREE LUNCH,INNER CITY,NA,NA,YES
SMALL CLASS,FEMALE,BLACK,244746,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244723,FREE LUNCH,INNER CITY,785,665,YES
SMALL CLASS,FEMALE,BLACK,244723,FREE LUNCH,INNER CITY,761,775,YES
REGULAR CLASS,FEMALE,BLACK,244780,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244839,FREE LUNCH,SUBURBAN,813,782,YES
SMALL CLASS,FEMALE,WHITE,166203,FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,166203,FREE LUNCH,URBAN,NA,NA,NO
REGULAR CLASS,FEMALE,WHITE,166203,FREE LUNCH,URBAN,788,791,NA
REGULAR CLASS,FEMALE,BLACK,244796,FREE LUNCH,INNER CITY,856,761,NA
REGULAR CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NO
REGULAR CLASS,FEMALE,BLACK,244728,FREE LUNCH,INNER CITY,NA,NA,YES
REGULAR CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NO
SMALL CLASS,FEMALE,BLACK,244774,FREE LUNCH,INNER CITY,804,748,YES
REGULAR CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244746,FREE LUNCH,INNER CITY,804,767,YES
SMALL CLASS,MALE,BLACK,244774,FREE LUNCH,INNER CITY,NA,NA,NO
REGULAR CLASS,FEMALE,BLACK,244746,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244755,FREE LUNCH,INNER CITY,796,733,YES
REGULAR CLASS,MALE,WHITE,166203,FREE LUNCH,URBAN,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244736,FREE LUNCH,INNER CITY,766,749,YES
SMALL CLASS,MALE,BLACK,244736,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,112038,FREE LUNCH,URBAN,791,798,NA
SMALL CLASS,FEMALE,BLACK,112038,NON-FREE LUNCH,URBAN,785,743,NA
SMALL CLASS,FEMALE,BLACK,244774,FREE LUNCH,INNER CITY,716,702,YES
SMALL CLASS,MALE,BLACK,244736,FREE LUNCH,INNER CITY,796,769,YES
REGULAR CLASS,FEMALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244796,FREE LUNCH,INNER CITY,809,776,NA
SMALL CLASS,FEMALE,BLACK,244746,FREE LUNCH,INNER CITY,749,728,YES
REGULAR CLASS,FEMALE,WHITE,168211,FREE LUNCH,RURAL,920,821,YES
REGULAR CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,741,751,YES
REGULAR CLASS,FEMALE,WHITE,252885,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244736,FREE LUNCH,INNER CITY,731,724,NO
SMALL CLASS,FEMALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,812,NA,NA
SMALL CLASS,FEMALE,BLACK,244746,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,166203,FREE LUNCH,URBAN,763,724,YES
REGULAR CLASS,MALE,WHITE,261927,FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,MALE,WHITE,261927,NON-FREE LUNCH,RURAL,NA,NA,NO
REGULAR CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244746,FREE LUNCH,INNER CITY,NA,NA,NO
SMALL CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,YES
REGULAR CLASS,MALE,BLACK,244736,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244831,FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NO
SMALL CLASS,MALE,BLACK,244831,FREE LUNCH,SUBURBAN,812,774,NA
REGULAR CLASS,MALE,BLACK,244736,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244755,FREE LUNCH,INNER CITY,799,NA,NO
REGULAR CLASS,FEMALE,BLACK,244806,FREE LUNCH,INNER CITY,765,661,YES
REGULAR CLASS,FEMALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,BLACK,244755,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,225585,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,BLACK,244746,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,BLACK,244727,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,857,808,NA
REGULAR CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,770,726,YES
REGULAR CLASS,MALE,WHITE,218562,NON-FREE LUNCH,URBAN,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244708,FREE LUNCH,INNER CITY,768,753,YES
REGULAR CLASS,MALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,208503,FREE LUNCH,RURAL,730,727,NO
REGULAR CLASS,FEMALE,WHITE,205491,NON-FREE LUNCH,SUBURBAN,858,784,YES
SMALL CLASS,FEMALE,WHITE,168214,FREE LUNCH,RURAL,850,772,NA
REGULAR CLASS,MALE,BLACK,252885,FREE LUNCH,RURAL,784,717,YES
SMALL CLASS,FEMALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,168211,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,234628,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,221571,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244799,NON-FREE LUNCH,SUBURBAN,831,774,NA
REGULAR CLASS,MALE,WHITE,257899,FREE LUNCH,RURAL,778,779,NO
SMALL CLASS,MALE,WHITE,159171,NON-FREE LUNCH,RURAL,848,785,YES
SMALL CLASS,MALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,228606,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,164198,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,169219,NON-FREE LUNCH,SUBURBAN,658,637,NA
REGULAR CLASS,FEMALE,WHITE,234628,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,244831,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,201449,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,920,837,YES
SMALL CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,768,730,YES
REGULAR CLASS,FEMALE,WHITE,165199,NON-FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,159171,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,161176,FREE LUNCH,RURAL,795,775,NA
REGULAR CLASS,MALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,792,747,NA
SMALL CLASS,FEMALE,BLACK,244708,FREE LUNCH,INNER CITY,724,730,NO
SMALL CLASS,FEMALE,BLACK,244708,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,259915,FREE LUNCH,RURAL,760,727,NA
REGULAR CLASS,MALE,WHITE,166203,FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,164198,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,244801,NON-FREE LUNCH,SUBURBAN,NA,NA,NO
SMALL CLASS,MALE,WHITE,189382,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,261927,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,BLACK,244728,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,201449,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244708,FREE LUNCH,INNER CITY,776,708,YES
REGULAR CLASS,MALE,BLACK,244755,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,159171,FREE LUNCH,RURAL,694,730,YES
SMALL CLASS,MALE,BLACK,112038,FREE LUNCH,URBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,205488,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,128079,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,166203,NON-FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244799,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,203452,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,212522,FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,257899,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,169231,NON-FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244776,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244774,FREE LUNCH,INNER CITY,755,711,NA
SMALL CLASS,MALE,WHITE,225585,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,221571,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,244745,FREE LUNCH,SUBURBAN,776,761,YES
SMALL CLASS,MALE,WHITE,169219,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,168211,NON-FREE LUNCH,RURAL,775,797,NA
REGULAR CLASS,FEMALE,WHITE,166203,NON-FREE LUNCH,URBAN,783,764,YES
SMALL CLASS,FEMALE,WHITE,189378,FREE LUNCH,RURAL,814,787,NA
SMALL CLASS,FEMALE,WHITE,189378,NON-FREE LUNCH,RURAL,821,776,YES
SMALL CLASS,MALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,257899,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244806,FREE LUNCH,INNER CITY,773,725,NA
REGULAR CLASS,MALE,WHITE,257899,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,244801,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,205489,NON-FREE LUNCH,SUBURBAN,804,762,NA
SMALL CLASS,FEMALE,WHITE,169231,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,205489,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,166203,NON-FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,MALE,BLACK,189396,NON-FREE LUNCH,RURAL,822,806,YES
SMALL CLASS,MALE,WHITE,189378,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,NATIVE AMERICAN,221571,FREE LUNCH,RURAL,751,721,YES
REGULAR CLASS,FEMALE,BLACK,244723,FREE LUNCH,INNER CITY,741,677,NA
REGULAR CLASS,FEMALE,WHITE,128076,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,257899,NON-FREE LUNCH,RURAL,816,802,YES
SMALL CLASS,FEMALE,WHITE,161176,NON-FREE LUNCH,RURAL,771,747,YES
REGULAR CLASS,FEMALE,WHITE,189378,NON-FREE LUNCH,RURAL,789,752,YES
SMALL CLASS,MALE,WHITE,203452,NON-FREE LUNCH,RURAL,825,813,NA
SMALL CLASS,MALE,WHITE,257899,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,159171,FREE LUNCH,RURAL,NA,NA,NO
REGULAR CLASS,MALE,WHITE,169219,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,173312,NON-FREE LUNCH,RURAL,802,731,YES
SMALL CLASS,FEMALE,WHITE,189378,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,782,773,YES
REGULAR CLASS,MALE,BLACK,244745,FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,161176,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,205488,FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,244831,FREE LUNCH,SUBURBAN,762,785,YES
REGULAR CLASS,FEMALE,WHITE,216536,NA,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,161176,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,216536,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,161176,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,162184,FREE LUNCH,RURAL,664,692,YES
REGULAR CLASS,FEMALE,WHITE,161183,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,BLACK,228606,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,244745,FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,161176,FREE LUNCH,RURAL,777,780,NA
SMALL CLASS,MALE,WHITE,228606,NON-FREE LUNCH,RURAL,837,803,NA
REGULAR CLASS,MALE,WHITE,244745,FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,162184,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,169219,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,228606,FREE LUNCH,RURAL,787,769,NA
SMALL CLASS,MALE,WHITE,228606,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,228606,NON-FREE LUNCH,RURAL,800,793,YES
REGULAR CLASS,FEMALE,WHITE,123056,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,221574,NON-FREE LUNCH,RURAL,785,787,YES
REGULAR CLASS,MALE,WHITE,169219,NON-FREE LUNCH,SUBURBAN,NA,NA,NO
REGULAR CLASS,MALE,WHITE,162184,FREE LUNCH,RURAL,789,790,YES
REGULAR CLASS,MALE,WHITE,161183,NON-FREE LUNCH,RURAL,758,735,YES
SMALL CLASS,FEMALE,WHITE,161176,NON-FREE LUNCH,RURAL,764,840,NA
SMALL CLASS,MALE,WHITE,169280,FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,203452,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,161183,FREE LUNCH,RURAL,760,758,NO
REGULAR CLASS,MALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,228606,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,161176,FREE LUNCH,RURAL,753,640,NA
SMALL CLASS,FEMALE,WHITE,161176,NON-FREE LUNCH,RURAL,829,866,NA
SMALL CLASS,FEMALE,WHITE,161176,NON-FREE LUNCH,RURAL,781,788,NA
SMALL CLASS,FEMALE,BLACK,244799,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,216536,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,216536,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,231616,FREE LUNCH,RURAL,855,764,YES
SMALL CLASS,FEMALE,WHITE,161176,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,161176,FREE LUNCH,RURAL,725,714,YES
SMALL CLASS,MALE,WHITE,205491,NON-FREE LUNCH,SUBURBAN,807,738,NA
SMALL CLASS,FEMALE,BLACK,161183,FREE LUNCH,RURAL,815,757,NA
REGULAR CLASS,MALE,WHITE,161176,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,161183,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,161183,FREE LUNCH,RURAL,759,731,NA
REGULAR CLASS,MALE,BLACK,205488,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,BLACK,159171,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,168214,FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,808,805,NA
REGULAR CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,161183,FREE LUNCH,RURAL,856,762,YES
REGULAR CLASS,MALE,BLACK,221571,NON-FREE LUNCH,RURAL,808,764,NA
SMALL CLASS,FEMALE,WHITE,161183,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,128076,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,161183,FREE LUNCH,RURAL,736,740,NA
SMALL CLASS,FEMALE,WHITE,161176,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,161183,NON-FREE LUNCH,RURAL,772,766,YES
REGULAR CLASS,MALE,WHITE,161183,FREE LUNCH,RURAL,776,789,NO
SMALL CLASS,FEMALE,WHITE,228606,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,180344,NON-FREE LUNCH,URBAN,834,814,YES
REGULAR CLASS,FEMALE,WHITE,162184,FREE LUNCH,RURAL,811,840,YES
SMALL CLASS,FEMALE,WHITE,216536,NON-FREE LUNCH,RURAL,809,808,NA
SMALL CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,779,748,NA
SMALL CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,788,753,NA
SMALL CLASS,FEMALE,WHITE,225585,NON-FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,MALE,BLACK,244736,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,216536,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,161176,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,161183,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,161183,NON-FREE LUNCH,RURAL,819,786,YES
REGULAR CLASS,FEMALE,WHITE,161176,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,161183,FREE LUNCH,RURAL,831,772,NA
REGULAR CLASS,FEMALE,WHITE,161176,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,161183,FREE LUNCH,RURAL,NA,NA,NO
REGULAR CLASS,FEMALE,WHITE,228606,FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,161183,FREE LUNCH,RURAL,850,762,YES
SMALL CLASS,MALE,WHITE,161176,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,161176,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,161183,FREE LUNCH,RURAL,NA,NA,NO
REGULAR CLASS,FEMALE,WHITE,228606,FREE LUNCH,RURAL,826,782,YES
REGULAR CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,231616,FREE LUNCH,RURAL,808,707,YES
REGULAR CLASS,MALE,WHITE,162184,FREE LUNCH,RURAL,769,725,NO
REGULAR CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,818,851,NA
SMALL CLASS,MALE,WHITE,257899,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,228606,NON-FREE LUNCH,RURAL,855,787,YES
SMALL CLASS,MALE,WHITE,228606,NON-FREE LUNCH,RURAL,826,754,YES
REGULAR CLASS,FEMALE,WHITE,228606,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244799,FREE LUNCH,SUBURBAN,724,732,NA
REGULAR CLASS,FEMALE,WHITE,228606,NON-FREE LUNCH,RURAL,857,850,NA
SMALL CLASS,FEMALE,WHITE,161176,NA,RURAL,777,773,NA
REGULAR CLASS,FEMALE,WHITE,173312,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,162184,FREE LUNCH,RURAL,736,672,YES
REGULAR CLASS,MALE,WHITE,162184,FREE LUNCH,RURAL,845,796,YES
SMALL CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,792,763,NA
SMALL CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,161176,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,205492,FREE LUNCH,SUBURBAN,708,709,NA
REGULAR CLASS,MALE,WHITE,161183,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,161183,FREE LUNCH,RURAL,663,731,NO
REGULAR CLASS,FEMALE,WHITE,161183,FREE LUNCH,RURAL,789,726,NA
SMALL CLASS,FEMALE,WHITE,161183,FREE LUNCH,RURAL,744,711,NO
REGULAR CLASS,MALE,WHITE,205488,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244728,NON-FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,193423,NA,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244755,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,205491,NON-FREE LUNCH,SUBURBAN,NA,NA,YES
SMALL CLASS,MALE,WHITE,130085,NON-FREE LUNCH,SUBURBAN,899,835,YES
REGULAR CLASS,MALE,WHITE,244801,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,170295,FREE LUNCH,RURAL,849,794,YES
REGULAR CLASS,MALE,WHITE,257899,NON-FREE LUNCH,RURAL,720,774,YES
SMALL CLASS,MALE,WHITE,128076,FREE LUNCH,SUBURBAN,793,811,YES
SMALL CLASS,MALE,WHITE,130085,NON-FREE LUNCH,SUBURBAN,823,805,YES
REGULAR CLASS,MALE,WHITE,261927,NON-FREE LUNCH,RURAL,783,753,YES
SMALL CLASS,FEMALE,WHITE,216536,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,244745,NON-FREE LUNCH,SUBURBAN,730,760,NO
SMALL CLASS,FEMALE,WHITE,244801,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,203457,NON-FREE LUNCH,RURAL,793,789,YES
SMALL CLASS,FEMALE,BLACK,244776,NA,INNER CITY,NA,NA,NO
SMALL CLASS,FEMALE,BLACK,244774,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,173312,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,193422,FREE LUNCH,RURAL,801,772,NO
SMALL CLASS,FEMALE,WHITE,205491,NON-FREE LUNCH,SUBURBAN,839,778,YES
SMALL CLASS,FEMALE,WHITE,221571,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,257899,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,205489,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,216536,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244708,FREE LUNCH,INNER CITY,781,760,NA
SMALL CLASS,MALE,WHITE,169280,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244776,FREE LUNCH,INNER CITY,738,733,YES
REGULAR CLASS,FEMALE,WHITE,230612,FREE LUNCH,RURAL,796,747,NO
SMALL CLASS,FEMALE,WHITE,168214,FREE LUNCH,RURAL,NA,NA,NA
